ID,Title,Abstract,Publication Year,Authors,Related_Topics,Citation Count,Reference Count
218502189,NTIRE 2020 Challenge on Real-World Image Super-Resolution: Methods and Results,"This paper reviews the NTIRE 2020 challenge on real world super-resolution. It focuses on the participating methods and final results. The challenge addresses the real world setting, where paired true high and low-resolution images are unavailable. For training, only one set of source input images is therefore provided along with a set of unpaired high-quality target images. In Track 1: Image Processing artifacts, the aim is to super-resolve images with synthetically generated image processing artifacts. This allows for quantitative benchmarking of the approaches w.r.t. a ground-truth image. In Track 2: Smartphone Images, real low-quality smart phone images have to be super-resolved. In both tracks, the ultimate goal is to achieve the best perceptual quality, evaluated using a human study. This is the second challenge on the subject, following AIM 2019, targeting to advance the state-of-the-art in super-resolution. To measure the performance we use the benchmark protocol from AIM 2019. In total 22 teams competed in the final testing phase, demonstrating new and innovative solutions to the problem.",2020,"Andreas Lugmayr,Martin Danelljan,R. Timofte,Namhyuk Ahn,Dongwoon Bai,Jie Cai,Yun Cao,Junyang Chen,Kaihua Cheng,SeYoung Chun,Wei Deng,Mostafa El-Khamy,C. Ho,Xiaozhong Ji,A. Kheradmand,Gwantae Kim,Hanseok Ko,Kanghyu Lee,Jungwon Lee,Hao Li,Ziluan Liu,Zhi-Song Liu,Shuai Liu,Yunhua Lu,Zibo Meng,Pablo Navarrete Michelini,C. Micheloni,Kalpesh P. Prajapati,Haoyu Ren,Yong Hyeok Seo,W. Siu,Kyung-ah Sohn,Ying Tai,Rao Muhammad Umer,Shuangquan Wang,Huibing Wang,Timothy Haoning Wu,Haoning Wu,Biao Yang,Fuzhi Yang,Jaejun Yoo,Tongtong Zhao,Yuanbo Zhou,Haijie Zhuo,Ziyao Zong,Xueyi Zou","Engineering,Computer Science",143,83
216398541,Recent advances in small object detection based on deep learning: A review,,2020,"Kang Tong,Yiquan Wu,Fei Zhou",Computer Science,294,90
215745370,Residual Attention U-Net for Automated Multi-Class Segmentation of COVID-19 Chest CT Images,"The novel coronavirus disease 2019 (COVID-19) has been spreading rapidly around the world and caused significant impact on the public health and economy. However, there is still lack of studies on effectively quantifying the lung infection caused by COVID-19. As a basic but challenging task of the diagnostic framework, segmentation plays a crucial role in accurate quantification of COVID-19 infection measured by computed tomography (CT) images. To this end, we proposed a novel deep learning algorithm for automated segmentation of multiple COVID-19 infection regions. Specifically, we use the Aggregated Residual Transformations to learn a robust and expressive feature representation and apply the soft attention mechanism to improve the capability of the model to distinguish a variety of symptoms of the COVID-19. With a public CT image dataset, we validate the efficacy of the proposed algorithm in comparison with other competing methods. Experimental results demonstrate the outstanding performance of our algorithm for automated segmentation of COVID-19 Chest CT images. Our study provides a promising deep leaning-based segmentation tool to lay a foundation to quantitative diagnosis of COVID-19 lung infection in CT images.",2020,"Xiaocong Chen,Lina Yao,Yu Zhang","Engineering,Computer Science,Biology",178,37
210834218,Convolution operators for visual tracking based on spatial–temporal regularization,,2020,"Peng Wang,Mengyu Sun,Haiyan Wang,Xiaoyan Li,Yongxia Yang",Computer Science,9,27
208527176,Deep Learning for Visual Tracking: A Comprehensive Survey,"Visual target tracking is one of the most sought-after yet challenging research topics in computer vision. Given the ill-posed nature of the problem and its popularity in a broad range of real-world scenarios, a number of large-scale benchmark datasets have been established, on which considerable methods have been developed and demonstrated with significant progress in recent years – predominantly by recent deep learning (DL)-based methods. This survey aims to systematically investigate the current DL-based visual tracking methods, benchmark datasets, and evaluation metrics. It also extensively evaluates and analyzes the leading visual tracking methods. First, the fundamental characteristics, primary motivations, and contributions of DL-based methods are summarized from nine key aspects of: network architecture, network exploitation, network training for visual tracking, network objective, network output, exploitation of correlation filter advantages, aerial-view tracking, long-term tracking, and online tracking. Second, popular visual tracking benchmarks and their respective properties are compared, and their evaluation metrics are summarized. Third, the state-of-the-art DL-based methods are comprehensively examined on a set of well-established benchmarks of OTB2013, OTB2015, VOT2018, LaSOT, UAV123, UAVDT, and VisDrone2019. Finally, by conducting critical analyses of these state-of-the-art trackers quantitatively and qualitatively, their pros and cons under various common scenarios are investigated. It may serve as a gentle use guide for practitioners to weigh when and under what conditions to choose which method(s). It also facilitates a discussion on ongoing issues and sheds light on promising research directions.",2019,"S. M. Marvasti-Zadeh,Li Cheng,Hossein Ghanei-Yakhdan,S. Kasaei","Computer Science,Engineering",205,272
196700924,Graph Convolutional Tracking,"Tracking by siamese networks has achieved favorable performance in recent years. However, most of existing siamese methods do not take full advantage of spatial-temporal target appearance modeling under different contextual situations. In fact, the spatial-temporal information can provide diverse features to enhance the target representation, and the context information is important for online adaption of target localization. To comprehensively leverage the spatial-temporal structure of historical target exemplars and get benefit from the context information, in this work, we present a novel Graph Convolutional Tracking (GCT) method for high-performance visual tracking. Specifically, the GCT jointly incorporates two types of Graph Convolutional Networks (GCNs) into a siamese framework for target appearance modeling. Here, we adopt a spatial-temporal GCN to model the structured representation of historical target exemplars. Furthermore, a context GCN is designed to utilize the context of the current frame to learn adaptive features for target localization. Extensive results on 4 challenging benchmarks show that our GCT method performs favorably against state-of-the-art trackers while running around 50 frames per second.",2019,"Junyu Gao,Tianzhu Zhang,Changsheng Xu",Computer Science,212,88
150373805,A Survey on Deep Learning based Brain Computer Interface: Recent Advances and New Frontiers,"Brain-Computer Interface (BCI) bridges the human's neural world and the outer physical world by decoding individuals' brain signals into commands recognizable by computer devices. Deep learning has lifted the performance of brain-computer interface systems significantly in recent years. In this article, we systematically investigate brain signal types for BCI and related deep learning concepts for brain signal analysis. We then present a comprehensive survey of deep learning techniques used for BCI, by summarizing over 230 contributions most published in the past five years. Finally, we discuss the applied areas, opening challenges, and future directions for deep learning-based BCI.",2019,"Xiang Zhang,Lina Yao,Xianzhi Wang,Jessica J. M. Monaghan,D. McAlpine","Computer Science,Engineering,Biology",118,254
199490651,Rotation-Aware Discriminative Scale Space Tracking,"Although discriminative correlation filters (DCF) based methods have achieved desirable performance in visual tracking, most existing methods still fail to cope with significant target rotations in challenging scenarios. This paper proposes a rotation-aware DCF-based tracking method that efficiently estimates the target rotation and exploits the estimated rotation in translation and scale models. The proposed method reformulates the discriminative scale space tracker (DSST) to estimate target location and rotation, simultaneously. Then, the estimated rotation integrates into the scale estimation process, effectively. While the proposed method can estimate all target rotations, it uses only three target models in each frame to have desirable tracking speed. Experimental results demonstrate that the proposed method outperforms the average precision and success rate of the DSST up to 3.9% and 5.3% on 21 relevant video sequences, respectively.",2019,"S. M. Marvasti-Zadeh,Hossein Ghanei-Yakhdan,S. Kasaei",Computer Science,8,19
57573771,Deeper and Wider Siamese Networks for Real-Time Visual Tracking,"Siamese networks have drawn great attention in visual tracking because of their balanced accuracy and speed. However, the backbone networks used in Siamese trackers are relatively shallow, such as AlexNet, which does not fully take advantage of the capability of modern deep neural networks. In this paper, we investigate how to leverage deeper and wider convolutional neural networks to enhance tracking robustness and accuracy. We observe that direct replacement of backbones with existing powerful architectures, such as ResNet and Inception, does not bring improvements. The main reasons are that 1) large increases in the receptive field of neurons lead to reduced feature discriminability and localization precision; and 2) the network padding for convolutions induces a positional bias in learning. To address these issues, we propose new residual modules to eliminate the negative impact of padding, and further design new architectures using these modules with controlled receptive field size and network stride. The designed architectures are lightweight and guarantee real-time tracking speed when applied to SiamFC and SiamRPN. Experiments show that solely due to the proposed network architectures, our SiamFC+ and SiamRPN+ obtain up to 9.8%/6.3% (AUC), 23.3%/8.8% (EAO) and 24.4%/25.0% (EAO) relative improvements over the original versions on the OTB-15, VOT-16 and VOT-17 datasets, respectively.",2019,"Zhipeng Zhang,Houwen Peng,Qiang Wang",Computer Science,709,45
208337271,An improved correlation filter tracking method with occlusion and drift handling,,2019,"Jun Liu,Zhongqiang Luo,Xingzhong Xiong",Computer Science,5,52
207828448,A new TLD target tracking method based on improved correlation filter and adaptive scale,,2019,"Xin Yang,Songyan Zhu,Sijun Xia,Dake Zhou",Computer Science,9,33
102486909,Target-Aware Deep Tracking,"Existing deep trackers mainly use convolutional neural networks pre-trained for the generic object recognition task for representations. Despite demonstrated successes for numerous vision tasks, the contributions of using pre-trained deep features for visual tracking are not as significant as that for object recognition. The key issue is that in visual tracking the targets of interest can be arbitrary object class with arbitrary forms. As such, pre-trained deep features are less effective in modeling these targets of arbitrary forms for distinguishing them from the background. In this paper, we propose a novel scheme to learn target-aware features, which can better recognize the targets undergoing significant appearance variations than pre-trained deep features. To this end, we develop a regression loss and a ranking loss to guide the generation of target-active and scale-sensitive features. We identify the importance of each convolutional filter according to the back-propagated gradients and select the target-aware features based on activations for representing the targets. The target-aware features are integrated with a Siamese matching network for visual tracking. Extensive experimental results show that the proposed algorithm performs favorably against the state-of-the-art methods in terms of accuracy and speed.",2019,"Xin Li,Chao Ma,Baoyuan Wu,Zhenyu He,Ming-Hsuan Yang",Computer Science,306,54
61156483,Part-based visual tracking with spatially regularized correlation filters,,2019,"Dejun Zhang,Zhao Zhang,Lu Zou,Zhuyang Xie,Fazhi He,Yiqi Wu,Zhigang Tu",Computer Science,21,55
59307502,Long-term correlation tracking via spatial–temporal context,,2019,"Zhi Chen,Peizhong Liu,Yongzhao Du,Yanmin Luo,Jing-Ming Guo",Computer Science,6,47
53697865,Multiple Context Features in Siamese Networks for Visual Object Tracking,,2018,Henrique Morimitsu,Computer Science,11,35
52952498,Real-Time 'Actor-Critic' Tracking,,2018,"Boyu Chen,D. Wang,Peixia Li,Shuang Wang,Huchuan Lu",Computer Science,123,56
3520436,A Twofold Siamese Network for Real-Time Object Tracking,"Observing that Semantic features learned in an image classification task and Appearance features learned in a similarity matching task complement each other, we build a twofold Siamese network, named SA-Siam, for real-time object tracking. SA-Siam is composed of a semantic branch and an appearance branch. Each branch is a similaritylearning Siamese network. An important design choice in SA-Siam is to separately train the two branches to keep the heterogeneity of the two types of features. In addition, we propose a channel attention mechanism for the semantic branch. Channel-wise weights are computed according to the channel activations around the target position. While the inherited architecture from SiamFC [3] allows our tracker to operate beyond real-time, the twofold design and the attention mechanism significantly improve the tracking performance. The proposed SA-Siam outperforms all other real-time trackers by a large margin on OTB-2013/50/100 benchmarks.",2018,"Anfeng He,Chong Luo,Xinmei Tian,Wenjun Zeng",Computer Science,512,41
5048038,Adaptive spatio-temporal context learning for visual target tracking,"While visual target tracking is one of the noteworthy and the most active research areas in computer vision and machine learning, many challenges are still unresolved. In this paper, an adaptive generic target tracker is proposed that includes the adaptive determination of learning parameters from spatio-temporal context model, analysis of prior targets and confidence map for accurate target localization, and modified scale estimation scheme based on confidence map. According to spatio-temporal context model, the learning parameters are adaptively determined for achieving confidence map and target scale robustly. Moreover, analysis of the confidence map helps our tracker to change context feature set and accurately estimate target location in critical situations such as occlusion, appearance changes, and pose variation. Finally, we propose a modified scale estimation scheme based on confidence map that corrects adopted scale when the confidence map is not reliable. Experimental results on numerous video sequences show that the proposed adaptive generic tracker outperforms both the accuracy and robustness compared to the dense spatio-temporal context learning (STC) tracker effectively.",2017,"S. M. Marvasti-Zadeh,Hossein Ghanei-Yakhdan,S. Kasaei",Computer Science,4,16
22947351,Robust Visual Tracking via Hierarchical Convolutional Features,"Visual tracking is challenging as target objects often undergo significant appearance changes caused by deformation, abrupt motion, background clutter and occlusion. In this paper, we propose to exploit the rich hierarchical features of deep convolutional neural networks to improve the accuracy and robustness of visual tracking. Deep neural networks trained on object recognition datasets consist of multiple convolutional layers. These layers encode target appearance with different levels of abstraction. For example, the outputs of the last convolutional layers encode the semantic information of targets and such representations are invariant to significant appearance variations. However, their spatial resolutions are too coarse to precisely localize the target. In contrast, features from earlier convolutional layers provide more precise localization but are less invariant to appearance changes. We interpret the hierarchical features of convolutional layers as a nonlinear counterpart of an image pyramid representation and explicitly exploit these multiple levels of abstraction to represent target objects. Specifically, we learn adaptive correlation filters on the outputs from each convolutional layer to encode the target appearance. We infer the maximum response of each layer to locate targets in a coarse-to-fine manner. To further handle the issues with scale estimation and re-detecting target objects from tracking failures caused by heavy occlusion or out-of-the-view movement, we conservatively learn another correlation filter, that maintains a long-term memory of target appearance, as a discriminative classifier. We apply the classifier to two types of object proposals: (1) proposals with a small step size and tightly around the estimated location for scale estimation; and (2) proposals with large step size and across the whole image for target re-detection. Extensive experimental results on large-scale benchmark datasets show that the proposed algorithm performs favorably against the state-of-the-art tracking methods.",2017,"Chao Ma,Jia-Bin Huang,Xiaokang Yang,Ming-Hsuan Yang","Computer Science,Medicine",174,82
219305183,COMET: Context-Aware IoU-Guided Network for Small Object Tracking,,2020,"S. M. Marvasti-Zadeh,Javad Khaghani,Hossein Ghanei-Yakhdan,S. Kasaei,Li Cheng","Computer Science,Engineering",20,81
216398541,Recent advances in small object detection based on deep learning: A review,,2020,"Kang Tong,Yiquan Wu,Fei Zhou",Computer Science,294,90
213271246,End-to-end multitask Siamese network with residual hierarchical attention for real-time object tracking,,2020,"Wenhui Huang,J. Gu,Xin Ma,Yibin Li",Computer Science,22,54
58341840,Robust Visual Tracking via Hierarchical Particle Filter and Ensemble Deep Features,"Particle filter algorithms are a very important branch for visual object tracking in the past decades, showing strong robustness to challenging scenarios with partial occlusion and large-scale variations. However, since a large number of particles need to be extracted for the accurate target state estimation, their tracking efficiency typically suffers especially when meeting deep convolutional features, which have been developed for handling significant variations of the target appearance in the visual tracking community. In this paper, we propose to elegantly exploit deep convolutional features with few particles in a novel hierarchical particle filter, which formulates correlation filters as observation models and breaks the standard particle filter framework down into two constituent particle layers, namely, particle translation layer and particle scale layer. The particle translation layer focuses on the object location with the deep convolutional features capturing semantics but failing to precisely estimate the object scale, while the particle scale layer pays attention to large-scale variations with the lightweight hand-crafted features handling spatial details of the object size. Moreover, an efficient ensemble method is proposed to help explore deeper convolutional features with more semantics in the particle translation layer. Extensive experiments on four challenging tracking datasets, including OTB-2013, OTB-2015, VOT2014, and VOT2015 demonstrate that the proposed method performs favorably against a number of state-of-the-art trackers.",2020,"Shengjie Li,Shuai Zhao,B. Cheng,Erhu Zhao,Junliang Chen",Computer Science,15,57
208337271,An improved correlation filter tracking method with occlusion and drift handling,,2019,"Jun Liu,Zhongqiang Luo,Xingzhong Xiong",Computer Science,5,52
207828448,A new TLD target tracking method based on improved correlation filter and adaptive scale,,2019,"Xin Yang,Songyan Zhu,Sijun Xia,Dake Zhou",Computer Science,9,33
189927699,A multiple feature fused model for visual object tracking via correlation filters,,2019,"Di Yuan,Xinming Zhang,Jiaqi Liu,Donghao Li",Computer Science,46,64
199542086,Visual object tracking with discriminative correlation filtering and hybrid color feature,,2019,"Y. Huang,Zhiqiang Zhao,Bin Wu,Zhuolin Mei,Zongmin Cui,Guangyong Gao",Computer Science,11,46
199528053,Robust visual tracking using self-adaptive strategy,,2019,"Zhi Chen,Peizhong Liu,Yongzhao Du,Yanmin Luo,Jing-Ming Guo",Computer Science,3,52
199586139,Robust visual tracking via a hybrid correlation filter,,2019,"Yong Wang,Xinbin Luo,Lu Ding,Jingjing Wu,Shan Fu",Computer Science,10,52
16742062,Sparse Unmixing of Hyperspectral Data,"Linear spectral unmixing is a popular tool in remotely sensed hyperspectral data interpretation. It aims at estimating the fractional abundances of pure spectral signatures (also called as endmembers) in each mixed pixel collected by an imaging spectrometer. In many situations, the identification of the end-member signatures in the original data set may be challenging due to insufficient spatial resolution, mixtures happening at different scales, and unavailability of completely pure spectral signatures in the scene. However, the unmixing problem can also be approached in semisupervised fashion, i.e., by assuming that the observed image signatures can be expressed in the form of linear combinations of a number of pure spectral signatures known in advance (e.g., spectra collected on the ground by a field spectroradiometer). Unmixing then amounts to finding the optimal subset of signatures in a (potentially very large) spectral library that can best model each mixed pixel in the scene. In practice, this is a combinatorial problem which calls for efficient linear sparse regression (SR) techniques based on sparsity-inducing regularizers, since the number of endmembers participating in a mixed pixel is usually very small compared with the (ever-growing) dimensionality (and availability) of spectral libraries. Linear SR is an area of very active research, with strong links to compressed sensing, basis pursuit (BP), BP denoising, and matching pursuit. In this paper, we study the linear spectral unmixing problem under the light of recent theoretical results published in those referred to areas. Furthermore, we provide a comparison of several available and new linear SR algorithms, with the ultimate goal of analyzing their potential in solving the spectral unmixing problem by resorting to available spectral libraries. Our experimental results, conducted using both simulated and real hyperspectral data sets collected by the NASA Jet Propulsion Laboratory's Airborne Visible Infrared Imaging Spectrometer and spectral libraries publicly available from the U.S. Geological Survey, indicate the potential of SR techniques in the task of accurately characterizing the mixed pixels using the library spectra. This opens new perspectives for spectral unmixing, since the abundance estimation process no longer depends on the availability of pure spectral signatures in the input data nor on the capacity of a certain endmember extraction algorithm to identify such pure signatures.",2011,"Marian-Daniel Iordache,J. Bioucas-Dias,A. Plaza",Computer Science,914,50
11927662,Alternating direction algorithms for constrained sparse regression: Application to hyperspectral unmixing,"Convex optimization problems are common in hyperspectral unmixing. Examples are the constrained least squares (CLS) problem used to compute the fractional abundances in a linear mixture of known spectra, the constrained basis pursuit (CBP) to find sparse (i.e., with a small number of terms) linear mixtures of spectra, selected from large libraries, and the constrained basis pursuit denoising (CBPDN), which is a generalization of BP to admit modeling errors. In this paper, we introduce two new algorithms to efficiently solve these optimization problems, based on the alternating direction method of multipliers, a method from the augmented Lagrangian family. The algorithms are termed SUnSAL (sparse unmixing by variable splitting and augmented Lagrangian) and C-SUnSAL (constrained SUnSAL). C-SUnSAL solves the CBP and CBPDN problems, while SUnSAL solves CLS as well as a more general version thereof, called constrained sparse regression (CSR). C-SUnSAL and SUnSAL are shown to outperform off-the-shelf methods in terms of speed and accuracy.",2010,"J. Bioucas-Dias,Mário A. T. Figueiredo","Mathematics,Computer Science",570,25
1072704,An Augmented Lagrangian Approach to the Constrained Optimization Formulation of Imaging Inverse Problems,"We propose a new fast algorithm for solving one of the standard approaches to ill-posed linear inverse problems (IPLIP), where a (possibly nonsmooth) regularizer is minimized under the constraint that the solution explains the observations sufficiently well. Although the regularizer and constraint are usually convex, several particular features of these problems (huge dimensionality, nonsmoothness) preclude the use of off-the-shelf optimization tools and have stimulated a considerable amount of research. In this paper, we propose a new efficient algorithm to handle one class of constrained problems (often known as basis pursuit denoising) tailored to image recovery applications. The proposed algorithm, which belongs to the family of augmented Lagrangian methods, can be used to deal with a variety of imaging IPLIP, including deconvolution and reconstruction from compressive observations (such as MRI), using either total-variation or wavelet-based (or, more generally, frame-based) regularization. The proposed algorithm is an instance of the so-called alternating direction method of multipliers, for which convergence sufficient conditions are known; we show that these conditions are satisfied by the proposed algorithm. Experiments on a set of image restoration and reconstruction benchmark problems show that the proposed algorithm is a strong contender for the state-of-the-art.",2009,"M. Afonso,J. Bioucas-Dias,Mário A. T. Figueiredo","Computer Science,Mathematics,Medicine",1039,62
1549791,Average Case Analysis of Multichannel Sparse Recovery Using Convex Relaxation,"This paper considers recovery of jointly sparse multichannel signals from incomplete measurements. Several approaches have been developed to recover the unknown sparse vectors from the given observations, including thresholding, simultaneous orthogonal matching pursuit (SOMP), and convex relaxation based on a mixed matrix norm. Typically, worst case analysis is carried out in order to analyze conditions under which the algorithms are able to recover any jointly sparse set of vectors. However, such an approach is not able to provide insights into why joint sparse recovery is superior to applying standard sparse reconstruction methods to each channel individually. Previous work considered an average case analysis of thresholding and SOMP by imposing a probability model on the measured signals. Here, the main focus is on analysis of convex relaxation techniques. In particular, the mixed l 2,1 approach to multichannel recovery is investigated. Under a very mild condition on the sparsity and on the dictionary characteristics, measured for example by the coherence, it is shown that the probability of recovery failure decays exponentially in the number of channels. This demonstrates that most of the time, multichannel sparse recovery is indeed superior to single channel methods. The probability bounds are valid and meaningful even for a small number of signals. Using the tools developed to analyze the convex relaxation technique, also previous bounds for thresholding and SOMP recovery are tightened.",2009,"Yonina C. Eldar,H. Rauhut","Mathematics,Computer Science",332,57
11964764,From Sparse Solutions of Systems of Equations to Sparse Modeling of Signals and Images,"A full-rank matrix ${\bf A}\in \mathbb{R}^{n\times m}$ with $n<m$ generates an underdetermined system of linear equations ${\bf Ax} = {\bf b}$ having infinitely many solutions. Suppose we seek the sparsest solution, i.e., the one with the fewest nonzero entries. Can it ever be unique? If so, when? As optimization of sparsity is combinatorial in nature, are there efficient methods for finding the sparsest solution? These questions have been answered positively and constructively in recent years, exposing a wide variety of surprising phenomena, in particular the existence of easily verifiable conditions under which optimally sparse solutions can be found by concrete, effective computational methods.

Such theoretical results inspire a bold perspective on some important practical problems in signal and image processing. Several well-known signal and image processing problems can be cast as demanding solutions of undetermined systems of equations. Such problems have previously seemed, to many, intractable, but there is considerable evidence that these problems often have sparse solutions. Hence, advances in finding sparse solutions to underdetermined systems have energized research on such signal and image processing problems—to striking effect.

In this paper we review the theoretical results on sparse solutions of linear systems, empirical results on sparse modeling of signals and images, and recent applications in inverse problems and compression in image processing. This work lies at the intersection of signal processing and applied mathematics, and arose initially from the wavelets and harmonic analysis research communities. The aim of this paper is to introduce a few key notions and applications connected to sparsity, targeting newcomers interested in either the mathematical aspects of this area or its applications.",2009,"A. Bruckstein,D. Donoho,Michael Elad","Mathematics,Computer Science",2325,177
8906918,On the Uniqueness of Nonnegative Sparse Solutions to Underdetermined Systems of Equations,"An underdetermined linear system of equations Ax = b with nonnegativity constraint x ges 0 is considered. It is shown that for matrices A with a row-span intersecting the positive orthant, if this problem admits a sufficiently sparse solution, it is necessarily unique. The bound on the required sparsity depends on a coherence property of the matrix A. This coherence measure can be improved by applying a conditioning stage on A, thereby strengthening the claimed result. The obtained uniqueness theorem relies on an extended theoretical analysis of the lscr0 - lscr1 equivalence developed here as well, considering a matrix A with arbitrary column norms, and an arbitrary monotone element-wise concave penalty replacing the lscr1-norm objective function. Finally, from a numerical point of view, a greedy algorithm-a variant of the matching pursuit-is presented, such that it is guaranteed to find this sparse solution. It is further shown how this algorithm can benefit from well-designed conditioning of A .",2008,"A. Bruckstein,Michael Elad,M. Zibulevsky","Mathematics,Computer Science",298,42
281928,Reduce and Boost: Recovering Arbitrary Sets of Jointly Sparse Vectors,"The rapid developing area of compressed sensing suggests that a sparse vector lying in a high dimensional space can be accurately and efficiently recovered from only a small set of nonadaptive linear measurements, under appropriate conditions on the measurement matrix. The vector model has been extended both theoretically and practically to a finite set of sparse vectors sharing a common sparsity pattern. In this paper, we treat a broader framework in which the goal is to recover a possibly infinite set of jointly sparse vectors. Extending existing algorithms to this model is difficult due to the infinite structure of the sparse vector set. Instead, we prove that the entire infinite set of sparse vectors can be recovered by solving a single, reduced-size finite-dimensional problem, corresponding to recovery of a finite set of sparse vectors. We then show that the problem can be further reduced to the basic model of a single sparse vector by randomly combining the measurements. Our approach is exact for both countable and uncountable sets, as it does not rely on discretization or heuristic techniques. To efficiently find the single sparse vector produced by the last reduction step, we suggest an empirical boosting strategy that improves the recovery ability of any given suboptimal method for recovering a sparse vector. Numerical experiments on random data demonstrate that, when applied to infinite sets, our strategy outperforms discretization techniques in terms of both run time and empirical recovery rate. In the finite model, our boosting algorithm has fast run time and much higher recovery rate than known popular methods.",2008,"M. Mishali,Yonina C. Eldar","Physics,Mathematics,Computer Science",365,29
2478002,Algorithms for simultaneous sparse approximation. Part II: Convex relaxation,,2006,J. Tropp,"Mathematics,Computer Science",799,23
121097971,Simultaneous Variable Selection,"We propose a new method for selecting a common subset of explanatory variables where the aim is to model several response variables. The idea is a natural extension of the LASSO technique proposed by Tibshirani (1996) and is based on the (joint) residual sum of squares while constraining the parameter estimates to lie within a suitable polyhedral region. The properties of the resulting convex programming problem are analyzed for the special case of an orthonormal design. For the general case, we develop an efficient interior point algorithm. The method is illustrated on a dataset with infrared spectrometry measurements on 14 qualitatively different but correlated responses using 770 wavelengths. The aim is to select a subset of the wavelengths suitable for use as predictors for as many of the responses as possible.",2005,"B. Turlach,W. Venables,Stephen J. Wright","Computer Science,Mathematics",410,52
119159284,Stable signal recovery from incomplete and inaccurate measurements,"Suppose we wish to recover a vector x0 ∈ ℝ𝓂 (e.g., a digital signal or image) from incomplete and contaminated observations y = A x0 + e; A is an 𝓃 × 𝓂 matrix with far fewer rows than columns (𝓃 ≪ 𝓂) and e is an error term. Is it possible to recover x0 accurately based on the data y?",2005,"E. Candès,J. Romberg,T. Tao","Mathematics,Physics",7351,25
10285860,Hyperspectral Unmixing Based on Mixtures of Dirichlet Components,"This paper introduces a new unsupervised hyperspectral unmixing method conceived to linear but highly mixed hyperspectral data sets, in which the simplex of minimum volume, usually estimated by the purely geometrically based algorithms, is far way from the true simplex associated with the endmembers. The proposed method, an extension of our previous studies, resorts to the statistical framework. The abundance fraction prior is a mixture of Dirichlet densities, thus automatically enforcing the constraints on the abundance fractions imposed by the acquisition process, namely, nonnegativity and sum-to-one. A cyclic minimization algorithm is developed where the following are observed: 1) The number of Dirichlet modes is inferred based on the minimum description length principle; 2) a generalized expectation maximization algorithm is derived to infer the model parameters; and 3) a sequence of augmented Lagrangian-based optimizations is used to compute the signatures of the endmembers. Experiments on simulated and real data are presented to show the effectiveness of the proposed algorithm in unmixing problems beyond the reach of the geometrically based state-of-the-art competitors.",2012,"J. Nascimento,J. Bioucas-Dias","Mathematics,Computer Science",144,69
12521016,"Learning Discriminative Sparse Representations for Modeling, Source Separation, and Mapping of Hyperspectral Imagery","A method is presented for subpixel modeling, mapping, and classification in hyperspectral imagery using learned block-structured discriminative dictionaries, where each block is adapted and optimized to represent a material in a compact and sparse manner. The spectral pixels are modeled by linear combinations of subspaces defined by the learned dictionary atoms, allowing for linear mixture analysis. This model provides flexibility in source representation and selection, thus accounting for spectral variability, small-magnitude errors, and noise. A spatial-spectral coherence regularizer in the optimization allows pixel classification to be influenced by similar neighbors. We extend the proposed approach for cases for which there is no knowledge of the materials in the scene, unsupervised classification, and provide experiments and comparisons with simulated and real data. We also present results when the data have been significantly undersampled and then reconstructed, still retaining high-performance classification, showing the potential role of compressive sensing and sparse modeling techniques in efficient acquisition/transmission missions for hyperspectral imagery.",2011,"Alexey Castrodad,Zhengming Xing,J. Greer,E. Bosch,L. Carin,G. Sapiro",Computer Science,129,69
206690151,Hyperspectral Unmixing via $L_{1/2}$ Sparsity-Constrained Nonnegative Matrix Factorization,"Hyperspectral unmixing is a crucial preprocessing step for material classification and recognition. In the last decade, nonnegative matrix factorization (NMF) and its extensions have been intensively studied to unmix hyperspectral imagery and recover the material end-members. As an important constraint for NMF, sparsity has been modeled making use of the <i>L</i><sub>1</sub> regularizer. Unfortunately, the <i>L</i><sub>1</sub> regularizer cannot enforce further sparsity when the full additivity constraint of material abundances is used, hence limiting the practical efficacy of NMF methods in hyperspectral unmixing. In this paper, we extend the NMF method by incorporating the <i>L</i><sub>1/2</sub> sparsity constraint, which we name <i>L</i><sub>1/2</sub> -NMF. The <i>L</i><sub>1/2</sub> regularizer not only induces sparsity but is also a better choice among <i>Lq</i>(0 <; <i>q</i> <; 1) regularizers. We propose an iterative estimation algorithm for <i>L</i><sub>1/2</sub>-NMF, which provides sparser and more accurate results than those delivered using the <i>L</i><sub>1</sub> norm. We illustrate the utility of our method on synthetic and real hyperspectral data and compare our results to those yielded by other state-of-the-art methods.",2011,"Y. Qian,Sen Jia,J. Zhou,A. Robles-Kelly","Mathematics,Computer Science",458,57
